FechaDocumento,Pico_0_B_M_A_TOP,Pico_B_M_A,EsFechaNomina,EsMayor2M,EsFinSemana,TotalVentaNeta,VentaContado,VentaCredito,UnidadesKit,TotalDsctos,Gramos,VentasNORTE,VentasOCCIDENTE,VentasCENTROORIENTE,Dolar,IPC,EsPicoAumetado,EsFechaEspecial
44563,0.0,0.33,1,0,1,490600,490600,0,7,0,70,60300,0,430300,0.4066,0.166870968,0,0
44564,0.25,0.33,1,0,0,813900,813900,0,10,0,100,48200,0,765700,0.0,0.166741936,0,0
44565,0.5,0.33,1,0,0,1088500,1088500,0,17,0,170,226800,0,861700,0.40768,0.166612903,0,0
44566,0.5,0.33,1,0,0,1048600,1048600,0,10,0,100,37000,0,1011600,0.40221,0.166483871,0,0
44567,0.75,0.66,0,1,0,2562770,2562770,0,65,0,650,136900,1804970,620900,0.403051,0.166354839,3000000,1
44568,0.5,0.33,0,0,0,1019000,1019000,0,22,0,220,17700,281900,719400,0.404706,0.166225807,0,0
44569,0.5,0.33,0,0,1,1085600,1085600,0,27,0,270,280700,299000,505900,0.404706,0.166096774,0,0
44570,0.0,0.33,0,0,1,338000,338000,0,3,0,30,15000,0,323000,0.404706,0.165967742,0,0
44571,0.0,0.33,0,0,0,266500,266500,0,4,0,40,207000,0,59500,0.404706,0.16583871,0,0
44572,0.25,0.33,0,0,0,724100,724100,0,28,0,280,343100,334500,46500,0.398791,0.165709677,0,0
44573,0.5,0.33,0,0,0,1033000,1033000,0,24,0,240,273200,565500,194300,0.397051,0.165580645,0,0
44574,0.25,0.33,0,0,0,612600,612600,0,21,0,210,0,523500,89100,0.396341,0.165451613,0,0
44575,0.5,0.33,0,0,0,1061100,1061100,0,20,0,230,467500,507000,86600,0.400326,0.165322581,0,0
44576,0.25,0.33,1,0,1,838100,838100,0,28,0,280,47300,462000,328800,0.400326,0.165193548,0,0
44577,0.0,0.33,1,0,1,105100,105100,0,2,0,20,14000,0,91100,0.400326,0.165064516,0,0
44578,0.25,0.33,1,0,0,851500,851500,0,27,0,270,28500,455900,367100,0.400326,0.164935484,0,0
44579,0.25,0.33,1,0,0,992500,992500,0,24,0,240,173800,290000,528700,0.40332,0.164806452,0,0
44580,0.5,0.33,1,0,0,1088900,1088900,0,27,0,270,14500,494500,579900,0.399036,0.164677419,0,0
44581,0.25,0.33,1,0,0,777700,777700,0,23,0,230,362200,187600,227900,0.397101,0.164548387,0,0
44582,0.25,0.33,0,0,0,940200,940200,0,18,0,180,0,220500,719700,0.395244,0.164419355,0,0
44583,0.5,0.33,0,0,1,1317780,1317780,0,37,0,370,265080,485100,567600,0.395244,0.164290323,0,0
44584,0.0,0.33,0,0,1,238600,238600,0,8,0,80,121500,0,117100,0.395244,0.16416129,0,0
44585,0.25,0.33,0,0,0,838480,838480,0,21,0,210,0,323600,514880,0.397191,0.164032258,0,0
44586,0.5,0.33,0,0,0,1696980,1696980,0,22,0,220,0,243500,1453480,0.396356,0.163903226,0,0
44587,0.5,0.33,0,0,0,1125600,1125600,0,39,0,390,120200,393500,611900,0.392422,0.163774194,0,0
44588,0.25,0.33,0,0,0,632980,632980,0,18,0,180,0,213480,419500,0.395663,0.163645161,0,0
44589,0.5,0.33,0,0,0,1569500,1569500,0,37,0,370,777900,272500,519100,0.395163,0.163516129,0,0
44590,0.5,0.33,0,0,1,1259560,1259560,0,35,0,350,0,685500,574060,0.395163,0.163387097,0,0
44591,0.0,0.33,0,0,1,293500,293500,0,5,0,50,0,0,293500,0.395163,0.163258065,0,0
44592,0.5,0.33,0,0,0,1317400,1317400,0,27,0,270,0,852500,464900,0.394141,163.0,0,0
44593,0.25,0.33,1,0,0,557100,557100,0,7,0,70,16200,0,540900,0.391913,0.16075,0,0
44594,0.25,0.33,1,0,0,750500,750500,0,10,0,100,107500,0,643000,0.392864,0.1585,0,0
44595,0.25,0.33,1,0,0,563800,563800,0,17,0,170,44500,0,519300,0.395006,0.15625,0,0
44596,0.75,0.66,1,1,0,2665000,2665000,0,75,0,750,47500,1877500,740000,0.394618,154.0,3000000,1
44597,0.5,0.33,1,0,1,1075700,1075700,0,37,0,370,340000,501000,234700,0.394618,0.15175,0,0
44598,0.25,0.33,0,0,1,514000,514000,0,9,0,90,30500,0,483500,0.394618,0.1495,0,0
44599,0.25,0.33,0,0,0,765100,765100,0,23,0,230,28500,349500,387100,0.395923,0.14725,0,0
44600,0.25,0.33,0,0,0,872990,872990,0,23,0,230,122590,349000,401400,0.394163,145.0,0,0
44601,0.25,0.33,0,0,0,595400,595400,0,19,0,190,46700,303900,244800,0.393016,0.14275,0,0
44602,0.75,0.66,0,1,0,2857700,2857700,0,31,0,320,44500,2595000,218200,0.391644,0.1405,3000000,1
44603,0.0,0.33,0,0,0,441700,441700,0,20,0,200,216700,146000,79000,0.392142,0.13825,0,0
44604,0.5,0.33,0,0,1,1194800,1194800,0,32,0,340,508500,420000,266300,0.392142,136.0,0,0
44605,0.0,0.33,0,0,1,119100,119100,0,6,0,60,0,0,119100,0.392142,0.13375,0,0
44606,0.5,0.33,0,0,0,1013500,1013500,0,24,1357,240,14500,430000,569000,0.394148,0.1315,0,0
44607,0.25,0.33,1,0,0,911500,911500,0,27,499,270,0,596500,315000,0.394759,0.12925,0,0
44608,0.5,0.33,1,0,0,1186800,1186800,0,37,343,370,164000,546900,475900,0.396041,127.0,0,0
44609,0.5,0.33,1,0,0,1236770,1236770,0,25,0,250,0,914670,322100,0.393035,0.12475,0,0
44610,0.5,0.33,1,0,0,1054500,1054500,0,27,0,270,132000,618500,304000,0.392801,0.1225,0,0
44611,0.5,0.33,1,0,1,1137880,1137880,0,27,0,270,81500,365000,691380,0.392801,0.12025,0,0
44612,0.25,0.33,1,0,1,815500,815500,0,10,0,100,17200,0,798300,0.392801,118.0,0,0
44613,0.5,0.33,0,0,0,1007600,1007600,0,28,0,280,81500,845500,80600,0.393101,0.11575,0,0
44614,0.25,0.33,0,0,0,752900,752900,0,20,0,200,61000,150000,541900,0.392601,0.1135,0,0
44615,0.5,0.33,0,0,0,1403880,1403880,0,36,0,360,30200,433980,939700,0.390901,0.11125,0,0
44616,0.0,0.33,0,0,0,400400,400400,0,12,0,120,0,86500,313900,0.392301,109.0,0,0
44617,0.25,0.33,0,0,0,790700,790700,0,22,0,220,70000,392500,328200,0.390955,0.10675,0,0
44618,0.5,0.33,0,0,1,1635390,1635390,0,39,0,390,106300,1220000,309090,0.390955,0.1045,0,0
44619,0.25,0.33,0,0,1,613440,613440,0,7,0,70,0,0,613440,0.390955,0.10225,0,0
44620,0.5,0.33,0,0,0,1017900,1017900,0,30,0,300,0,302500,715400,0.393301,0.1,0,0
44621,0.25,0.33,1,0,0,619300,619300,0,14,0,150,14500,0,604800,0.387901,0.100833333,0,0
44622,0.0,0.33,1,0,0,421180,421180,0,8,0,80,45500,0,375680,0.383401,0.101666667,0,0
44623,0.5,0.33,1,0,0,1036600,1036600,0,56,0,560,0,759000,277600,0.375545,0.1025,0,0
44624,0.5,0.33,1,0,0,1256200,1256200,0,34,0,340,44500,411000,800700,0.382601,0.103333333,0,0
44625,0.5,0.33,1,0,1,1920800,1920800,0,48,0,480,304500,511800,1104500,0.382601,0.104166667,3000000,1
44626,0.0,0.33,0,0,1,395400,395400,0,5,0,50,0,0,395400,0.382601,105.0,0,0
44627,0.5,0.33,0,0,0,1105590,1105590,0,25,0,250,0,615500,490090,0.380901,0.105833333,0,0
44628,0.25,0.33,0,0,0,558380,558380,0,15,0,150,0,334980,223400,0.376706,0.106666667,0,0
44629,0.25,0.33,0,0,0,895200,895200,0,30,0,300,16000,447600,431600,0.373901,0.1075,0,0
44630,0.25,0.33,0,0,0,843300,843300,0,28,0,280,15000,726900,101400,0.381801,0.108333333,0,0
44631,0.5,0.33,0,0,0,1144400,1144400,0,29,0,290,25000,707300,412100,0.381601,0.109166667,0,0
44632,0.5,0.33,0,0,1,1641200,1641200,0,44,0,440,80000,1060000,501200,0.381601,0.11,0,0
44633,0.25,0.33,0,0,1,706000,706000,0,5,0,50,0,0,706000,0.381601,0.110833333,0,0
44634,0.0,0.33,0,0,0,384525,384525,0,15,0,150,36125,227400,121000,0.379361,0.111666667,0,0
44635,0.75,0.66,1,1,0,2060400,2060400,0,37,0,370,0,1781200,279200,0.382501,0.1125,3000000,1
44636,0.5,0.33,1,0,0,1524500,1524500,0,48,0,480,64000,829100,631400,0.383101,0.113333333,0,0
44637,0.25,0.33,1,0,0,797400,797400,0,29,0,290,16000,558000,223400,0.382101,0.114166667,0,0
44638,0.5,0.33,1,0,0,1426090,1426090,0,43,0,430,29000,824490,572600,0.381476,115.0,0,0
44639,0.5,0.33,1,0,1,1731600,1731600,0,39,0,390,123000,551000,1057600,0.381476,0.115833333,0,0
44640,0.25,0.33,1,0,1,857625,857625,0,10,2941,100,124125,0,733500,0.381476,0.116666667,0,0
44641,0.0,0.33,0,0,0,337600,337600,0,4,0,40,19600,0,318000,0.379601,0.1175,0,0
44642,0.5,0.33,0,0,0,1717190,1717190,0,43,0,430,76000,932600,708590,0.375652,0.118333333,0,0
44643,0.5,0.33,0,0,0,1159800,1159800,0,39,0,390,237400,684000,238400,0.377951,0.119166667,0,0
44644,0.5,0.33,0,0,0,1830400,1830400,0,37,0,370,579300,754000,497100,0.378301,0.12,0,0
44645,0.25,0.33,0,0,0,976800,976800,0,26,0,260,222200,413000,341600,0.379066,0.120833333,0,0
44646,0.25,0.33,0,0,1,944200,944200,0,32,0,320,14000,494000,436200,0.379066,0.121666667,0,0
44647,0.0,0.33,0,0,1,299700,299700,0,6,0,60,0,0,299700,0.379066,0.1225,0,0
44648,0.25,0.33,0,0,0,745600,745600,0,21,0,210,0,197500,548100,0.378121,0.123333333,0,0
44649,0.25,0.33,0,0,0,624800,624800,0,14,0,140,0,211000,413800,0.375116,0.124166667,0,0
44650,0.5,0.33,0,0,0,1570400,1570400,0,34,0,340,197500,841000,531900,0.374852,125.0,0,0
44651,0.75,0.66,0,1,0,2644980,2644980,0,57,0,570,788600,1201000,655380,0.376782,125.0,3000000,1
44652,0.5,0.33,1,0,0,1400000,1400000,0,37,0,370,16000,568000,816000,0.374387,125.0,0,0
44653,0.5,0.33,1,0,1,1986800,1986800,0,55,0,550,147000,954000,885800,0.374387,0.123633333,3000000,1
44654,0.25,0.33,1,0,1,563200,563200,0,9,0,110,47500,0,515700,0.374387,0.122266667,0,0
44655,0.5,0.33,1,0,0,1060700,1060700,0,17,0,220,17000,0,1043700,0.369932,0.1209,0,0
44656,0.0,0.33,1,0,0,426900,426900,0,9,0,90,0,0,426900,0.373577,0.119533333,0,0
44657,0.5,0.33,0,0,0,1540000,1540000,0,46,0,460,70900,1097500,371600,0.374682,0.118166667,0,0
44658,0.5,0.33,0,0,0,1897590,1897590,0,51,0,510,0,1401590,496000,0.376427,0.1168,3000000,1
44659,0.5,0.33,0,0,0,1257500,1257500,0,39,0,390,0,998000,259500,0.375182,0.115433333,0,0
44660,0.5,0.33,0,0,1,1810930,1810930,0,47,0,470,81500,1689030,40400,0.375182,0.114066667,0,0
44661,0.0,0.33,0,0,1,405000,405000,0,3,0,30,405000,0,0,0.375182,0.1127,0,0
44662,0.5,0.33,0,0,0,1218700,1218700,0,24,0,250,174000,1011900,32800,0.373382,0.111333333,0,0
44663,0.5,0.33,0,0,0,1006400,1006400,0,27,0,270,90500,667000,248900,0.374815,0.109966667,0,0
44664,0.5,0.33,0,0,0,1062590,1062590,0,38,0,380,80000,554690,427900,0.371901,0.1086,0,0
44665,0.0,0.33,0,0,0,248200,248200,0,6,0,60,0,0,248200,0.373527,0.107233333,0,0
44667,0.25,0.33,1,0,1,840600,840600,0,17,0,170,115000,47000,678600,0.371901,0.105866667,0,0
44668,0.0,0.33,1,0,1,477280,477280,0,10,0,100,31800,0,445480,0.371901,0.1045,0,0
44669,0.25,0.33,1,0,0,886700,886700,0,23,0,230,47500,772500,66700,0.371901,0.103133333,0,0
44670,0.5,0.33,1,0,0,1174900,1174900,0,30,0,300,19600,918500,236800,0.372851,0.101766667,0,0
44671,0.25,0.33,1,0,0,864415,864415,0,27,2941,270,111125,614590,138700,0.37455,0.1004,0,0
44672,0.25,0.33,0,0,0,798400,798400,0,33,0,330,17800,601000,179600,0.375541,0.099033333,0,0
44673,0.5,0.33,0,0,0,1204900,1204900,0,27,0,270,17000,644500,543400,0.377001,0.097666667,0,0
44674,0.25,0.33,0,0,1,867700,867700,0,28,0,280,97000,342900,427800,0.385201,0.0963,0,0
44675,0.0,0.33,0,0,1,443600,443600,0,8,0,80,221700,0,221900,0.385201,0.094933333,0,0
44676,0.75,0.66,0,1,0,2631780,2631780,0,38,0,380,0,2048000,583780,0.385201,0.093566667,3000000,1
44677,0.25,0.33,0,0,0,788800,788800,0,27,0,280,0,446000,342800,0.392945,0.0922,0,0
44678,0.25,0.33,0,0,0,681800,681800,0,19,0,190,16000,290500,375300,0.393765,0.090833333,0,0
44679,0.5,0.33,0,0,0,1034760,1034760,0,25,0,250,16000,126000,892760,0.394795,0.089466667,0,0
44680,0.5,0.33,0,0,0,1724900,1724900,0,44,0,440,285000,667500,772400,0.39779,0.0881,0,0
44681,0.75,0.66,0,1,1,3304060,3304060,0,79,0,790,19600,1617960,1666500,0.395095,0.086733333,3000000,1
44682,0.25,0.33,1,0,1,747000,747000,0,14,0,140,326000,0,421000,0.395095,84.0,0,0
44683,0.0,0.33,1,0,0,453200,453200,0,8,0,80,0,0,453200,0.395095,84.0,0,0
44684,0.5,0.33,1,0,0,1531300,1531300,0,39,0,390,16000,662000,853300,0.400293,0.082935484,0,0
44685,0.75,0.66,1,1,0,3513490,3513490,0,71,0,710,0,2930990,582500,0.402295,0.081870968,3000000,1
44686,0.5,0.33,1,0,0,1605900,1605900,0,44,0,440,64500,1113500,427900,0.40612,0.080806452,0,0
44687,0.5,0.33,0,0,0,1848290,1848290,0,51,0,520,37990,1331000,479300,0.40812,0.079741936,0,0
44688,0.5,0.33,0,0,1,1403285,1403285,0,41,0,420,70125,1078960,254200,0.40507,0.078677419,0,0
44689,0.5,0.33,0,0,1,1540980,1540980,0,33,0,330,216000,561500,763480,0.40507,0.077612903,0,0
44690,0.5,0.33,0,0,0,1025180,1025180,0,36,0,370,0,466180,559000,0.40507,0.076548387,0,0
44691,0.25,0.33,0,0,0,841300,841300,0,25,0,250,0,532000,309300,0.408395,0.075483871,0,0
44692,0.25,0.33,0,0,0,980550,980550,0,22,8718,220,460750,193000,326800,0.407095,0.074419355,0,0
44693,0.25,0.33,0,0,0,907800,907800,0,23,0,230,0,813500,94300,0.40767,0.073354839,0,0
44694,0.5,0.33,0,0,0,1442300,1442300,0,32,0,320,278800,349000,814500,0.410293,0.072290323,0,0
44695,0.5,0.33,0,0,1,1327180,1327180,0,33,0,330,433390,297190,596600,0.410345,0.071225807,0,0
44696,0.5,0.33,1,0,1,1116400,1116400,0,21,0,210,106000,0,1010400,0.410345,0.07016129,0,0
44697,0.25,0.33,1,0,0,626700,626700,0,18,0,180,47500,267000,312200,0.410345,0.069096774,0,0
44698,0.5,0.33,1,0,0,1799900,1799900,0,35,0,350,16000,1406000,377900,0.404795,0.068032258,0,0
44699,0.5,0.33,1,0,0,1558400,1558400,0,35,0,350,16000,864300,678100,0.402345,0.066967742,0,0
44700,0.5,0.33,1,0,0,1208760,1208760,0,31,0,310,38990,1050480,119290,0.406591,0.065903226,0,0
44701,0.75,0.66,1,1,0,2040000,2040000,0,42,0,420,0,1044500,995500,0.404767,0.06483871,3000000,1
44702,0.5,0.33,0,0,1,1958490,1958490,0,49,0,490,0,1144990,813500,0.396495,0.063774194,3000000,1
44703,0.25,0.33,0,0,1,587200,587200,0,9,0,90,75500,0,511700,0.396495,0.062709677,0,0
44704,0.25,0.33,0,0,0,777900,777900,0,22,0,220,17000,205000,555900,0.396495,0.061645161,0,0
44705,0.25,0.33,0,0,0,734380,734380,0,23,0,230,0,568580,165800,0.397295,0.060580645,0,0
44706,0.5,0.33,0,0,0,1991500,1991500,0,34,0,340,161900,1336600,493000,0.396928,0.059516129,3000000,1
44707,0.25,0.33,0,0,0,851280,851280,0,27,0,270,58490,398500,394290,0.393055,0.058451613,0,0
44708,0.25,0.33,0,0,0,702700,702700,0,26,0,260,43500,399000,260200,0.391495,0.057387097,0,0
44709,0.5,0.33,0,0,1,1759990,1759990,0,44,0,450,477000,669500,613490,0.392645,0.056322581,0,0
44710,0.5,0.33,0,0,1,1691700,1691700,0,22,0,220,1252500,0,439200,0.392645,0.055258065,0,0
44711,0.0,0.33,0,0,0,170600,170600,0,4,0,40,0,0,170600,0.392645,0.054193548,0,0
44712,0.5,0.33,0,0,0,1276500,1276500,0,42,0,420,61100,757500,457900,0.379295,0.053129032,0,0
44713,0.5,0.33,1,0,0,1649070,1649070,0,36,0,360,121970,608600,918500,0.37606,51.0,0,0
44714,0.5,0.33,1,0,0,1443700,1443700,0,40,0,400,125000,1125500,193200,0.37926,51.0,0,0
44715,0.5,0.33,1,0,0,1316870,1316870,0,28,0,280,259090,377480,680300,0.37646,52.0,0,0
44716,0.75,0.66,1,1,1,3021600,3021600,0,62,0,630,152000,1736500,1133100,0.37661,53.0,3000000,1
44717,0.25,0.33,1,0,1,560270,560270,0,10,0,100,0,0,560270,0.37661,54.0,0,0
44718,0.25,0.33,0,0,0,895600,895600,0,30,0,300,0,569000,326600,0.37661,55.0,0,0
44719,0.25,0.33,0,0,0,575875,575875,0,17,0,170,105375,278500,192000,0.37836,56.0,0,0
44720,0.75,0.66,0,1,0,2509490,2509490,0,33,0,330,898000,282000,1329490,0.37776,57.0,3000000,1
44721,0.75,0.66,0,1,0,2060800,2060800,0,42,0,420,813000,1013600,234200,0.37956,58.0,0,0
44722,0.5,0.33,0,0,0,1606600,1606600,0,32,0,320,270800,971500,364300,0.383866,59.0,0,0
44723,0.75,0.66,0,1,1,2152900,2152900,0,46,0,460,600800,992000,560100,0.3935,0.06,0,0
44724,0.25,0.33,0,0,1,887400,887400,0,10,0,100,745000,0,142400,0.3935,61.0,0,0
44725,0.25,0.33,0,0,0,940200,940200,0,16,0,160,444000,381000,115200,0.3935,62.0,0,0
44726,0.25,0.33,0,0,0,719490,719490,0,20,0,200,52490,399500,267500,0.39616,63.0,0,0
44727,0.25,0.33,1,0,0,880300,880300,0,18,0,180,129800,325000,425500,0.39595,64.0,0,0
44728,0.75,0.66,1,1,0,2437540,2437540,0,44,0,440,801180,1259760,376600,0.38835,65.0,3000000,1
44729,0.75,0.66,1,1,0,2047100,2047100,0,44,0,440,832900,775500,438700,0.389095,66.0,3000000,1
44730,1.0,0.66,1,1,1,4820900,4820900,0,56,0,560,3230200,859500,731200,0.389794,67.0,3000000,1
44731,0.5,0.33,1,0,1,1341900,1341900,0,7,0,70,1170000,0,171900,0.389794,68.0,0,0
44732,0.25,0.33,1,0,0,943100,943100,0,8,0,80,779300,0,163800,0.389794,69.0,0,0
44733,0.5,0.33,0,0,0,1262200,1262200,0,33,0,330,175900,445000,641300,0.389794,0.07,0,0
44734,0.5,0.33,0,0,0,1542290,1542290,0,33,0,330,895100,557590,89600,0.401075,71.0,0,0
44735,0.5,0.33,0,0,0,1280990,1280990,0,23,0,230,880190,306500,94300,0.401488,72.0,0,0
44736,0.5,0.33,0,0,0,1766670,1766670,0,35,0,350,1012670,502200,251800,0.409613,73.0,0,0
44737,0.75,0.66,0,1,1,2265000,2265000,0,60,0,600,123500,1523500,618000,0.41311,74.0,3000000,1
44738,0.75,0.66,0,1,1,2025400,2025400,0,29,0,290,1315500,249000,460900,0.41311,75.0,0,0
44739,0.25,0.33,0,0,0,934700,934700,0,10,0,100,771000,0,163700,0.41311,76.0,0,0
44740,0.5,0.33,0,0,0,1374700,1374700,0,28,0,280,367000,839000,168700,0.41236,77.0,0,0
44741,0.25,0.33,0,0,0,931100,931100,0,21,0,210,118100,271500,541500,0.40866,78.0,0,0
44742,0.5,0.33,0,0,0,1893100,1893100,0,47,0,470,202900,1256500,433700,0.41076,79.0,0,0
44743,0.75,0.66,1,1,0,2598610,2598610,0,52,0,540,1032400,495500,1070710,0.414197,81.0,3000000,1
44744,0.75,0.66,1,1,1,2421600,2421600,0,48,0,480,752800,1507100,161700,0.419565,81.0,0,0
44745,0.0,0.33,1,0,1,261480,261480,0,5,0,50,76000,0,185480,0.419565,0.081677419,0,0
44746,0.75,0.66,1,1,0,3135780,3135780,0,25,0,250,2546600,0,589180,0.419565,0.082354839,3000000,1
44747,0.5,0.33,1,0,0,1955315,1955315,0,21,0,230,1330715,0,624600,0.419565,0.083032258,0,0
44748,0.5,0.33,0,0,0,1073390,1073390,0,13,0,130,621090,0,452300,0.42706,0.083709677,0,0
44749,0.5,0.33,0,0,0,1234000,1234000,0,18,0,180,570900,0,663100,0.43441,0.084387097,0,0
44750,0.5,0.33,0,0,0,1342900,1342900,0,29,0,300,332000,508000,502900,0.43856,0.085064516,0,0
44751,1.0,0.66,0,1,1,4625825,4625825,0,143,0,1430,1099325,2774500,752000,0.44111,0.085741936,3000000,1
44752,0.75,0.66,0,1,1,2018570,2018570,0,25,0,260,1028470,0,990100,0.44111,0.086419355,0,0
44753,0.5,0.33,0,0,0,1453100,1453100,0,33,0,330,305000,798000,350100,0.44111,0.087096774,0,0
44754,0.5,0.33,0,0,0,1810000,1810000,0,38,0,400,988800,411600,409600,0.456948,0.087774194,0,0
44755,0.75,0.66,0,1,0,2993300,2993300,0,51,0,510,1059000,1459600,474700,0.462205,0.088451613,3000000,1
44756,0.5,0.33,0,0,0,1152200,1152200,0,26,0,260,373400,217000,561800,0.448565,0.089129032,0,0
44757,0.5,0.33,1,0,0,1080950,1080950,0,23,0,230,609250,230500,241200,0.44826,0.089806452,0,0
44758,0.5,0.33,1,0,1,1813900,1813900,0,29,0,300,388800,247000,1178100,0.43496,0.090483871,0,0
44759,0.5,0.33,1,0,1,1391500,1391500,0,19,0,200,842200,0,549300,0.43496,0.09116129,0,0
44760,0.5,0.33,1,0,0,1025290,1025290,0,26,0,260,272390,346000,406900,0.43496,0.09183871,0,0
44761,0.25,0.33,1,0,0,941600,941600,0,34,0,340,153700,609500,178400,0.429625,0.092516129,0,0
44762,0.25,0.33,1,0,0,810470,810470,0,12,0,120,279870,0,530600,0.43132,0.093193548,0,0
44763,0.5,0.33,0,0,0,1138300,1138300,0,33,0,330,166900,712300,259100,0.434425,0.093870968,0,0
44764,0.5,0.33,0,0,0,1804590,1804590,0,39,0,400,822500,862790,119300,0.44148,0.094548387,0,0
44765,1.0,0.66,0,1,1,4188850,4188850,0,77,0,770,351600,2396080,1441170,0.445325,0.095225807,3000000,1
44766,0.5,0.33,0,0,1,1287700,1287700,0,16,0,160,391200,0,896500,0.445325,0.095903226,0,0
44767,0.5,0.33,0,0,0,1779090,1779090,0,36,0,360,183490,914500,681100,0.445325,0.096580645,0,0
44768,0.25,0.33,0,0,0,648300,648300,0,22,0,220,0,379000,269300,0.445605,0.097258065,0,0
44769,0.5,0.33,0,0,0,1178600,1178600,0,27,0,270,252000,526500,400100,0.443329,0.097935484,0,0
44770,0.5,0.33,0,0,0,1462760,1462760,0,29,0,290,412000,599290,451470,0.44156,0.098612903,0,0
44771,0.5,0.33,0,0,0,1014790,1014790,0,26,0,270,291100,497500,226190,0.43616,0.099290323,0,0
44772,0.75,0.66,0,1,1,2354770,2354770,0,64,0,640,468200,1459480,427090,0.42776,0.099967742,3000000,1
44773,0.5,0.33,0,0,1,1871650,1871650,0,26,0,270,909170,0,962480,0.42776,0.100645161,0,0
44774,0.5,0.33,1,0,0,1560120,1560120,0,34,0,340,18800,793000,748320,0.42776,102.0,0,0
44775,0.25,0.33,1,0,0,959000,959000,0,22,0,220,85700,502500,370800,0.42681,102.0,0,0
44776,0.25,0.33,1,0,0,945080,945080,0,25,0,250,81600,416000,447480,0.43146,0.101709677,0,0
44777,0.25,0.33,1,0,0,555290,555290,0,16,0,160,0,208600,346690,0.42962,0.101419355,0,0
44778,0.5,0.33,1,0,0,1923590,1923590,0,38,0,380,99000,1588500,236090,0.42856,0.101129032,0,0
44779,0.75,0.66,0,1,1,2524240,2524240,0,40,4304,400,967840,940100,616300,0.43357,0.10083871,3000000,1
44780,0.5,0.33,0,0,1,1172690,1172690,0,11,0,110,0,0,1172690,0.43357,0.100548387,0,0
44781,0.5,0.33,0,0,0,1752900,1752900,0,37,0,370,132500,792900,827500,0.43357,0.100258065,0,0
44782,0.25,0.33,0,0,0,961900,961900,0,35,0,350,17000,507000,437900,0.430696,0.099967742,0,0
44783,0.5,0.33,0,0,0,1513460,1513460,0,40,0,400,198100,828960,486400,0.434413,0.099677419,0,0
44784,0.5,0.33,0,0,0,1580600,1580600,0,32,0,320,464200,461500,654900,0.426813,0.099387097,0,0
44785,0.5,0.33,0,0,0,1969400,1969400,0,34,2689,340,192000,986500,790900,0.422513,0.099096774,3000000,1
44786,0.5,0.33,0,0,1,1804400,1804400,0,42,0,420,70000,904500,829900,0.415613,0.098806452,0,0
44787,0.25,0.33,0,0,1,504400,504400,0,9,0,90,147000,0,357400,0.415613,0.098516129,0,0
44788,0.0,0.33,1,0,0,123290,123290,0,1,0,10,123290,0,0,0.415613,0.098225807,0,0
44789,0.25,0.33,1,0,0,892600,892600,0,23,0,230,254100,465400,173100,0.415713,0.097935484,0,0
44790,0.25,0.33,1,0,0,989700,989700,0,28,0,280,95800,508500,385400,0.424854,0.097645161,0,0
44791,0.75,0.66,1,1,0,3666700,3666700,0,46,0,460,140500,3117700,408500,0.433809,0.097354839,3000000,1
44792,0.5,0.33,1,0,0,1627900,1627900,0,38,0,380,138000,835500,654400,0.438354,0.097064516,0,0
44793,0.75,0.66,1,1,1,3606800,3606800,0,57,0,570,948200,2541500,117100,0.436995,0.096774194,3000000,1
44794,0.25,0.33,0,0,1,571090,571090,0,6,0,60,297290,0,273800,0.436995,0.096483871,0,0
44795,0.5,0.33,0,0,0,1373700,1373700,0,28,0,280,340600,531000,502100,0.436995,0.096193548,0,0
44796,0.25,0.33,0,0,0,786880,786880,0,17,0,170,96000,349000,341880,0.439293,0.095903226,0,0
44797,0.25,0.33,0,0,0,770150,770150,0,15,0,150,351850,54600,363700,0.435095,0.095612903,0,0
44798,0.5,0.33,0,0,0,1142700,1142700,0,25,0,250,136200,421500,585000,0.440395,0.095322581,0,0
44799,0.0,0.33,0,0,0,479800,479800,0,19,0,190,128600,300900,50300,0.438835,0.095032258,0,0
44800,0.5,0.33,0,0,1,1095080,1095080,0,24,0,240,461090,280000,353990,0.439406,0.094741936,0,0
44801,0.25,0.33,0,0,1,969615,969615,0,10,2836,100,869125,0,100490,0.439406,0.094451613,0,0
44802,0.0,0.33,0,0,0,291980,291980,0,12,0,120,99000,192980,0,0.439406,0.09416129,0,0
44803,0.25,0.33,0,0,0,699800,699800,0,17,0,170,154600,358000,187200,0.435995,0.093870968,0,0
44804,0.5,0.33,0,0,0,1907500,1907500,0,31,0,310,1261600,193100,452800,0.441545,0.093580645,3000000,1
44805,0.25,0.33,1,0,0,785865,785865,0,17,0,170,268665,225000,292200,0.4423,93.0,0,0
44806,0.25,0.33,1,0,0,627200,627200,0,16,0,160,65600,375000,186600,0.448095,93.0,0,0
44807,0.5,0.33,1,0,1,1598100,1598100,0,33,0,330,329400,378000,890700,0.447945,0.0923,0,0
44808,0.25,0.33,1,0,1,696890,696890,0,9,0,90,413490,0,283400,0.447945,0.0916,0,0
44809,0.5,0.33,1,0,0,1192500,1192500,0,25,0,250,711500,378000,103000,0.447945,0.0909,0,0
44810,0.25,0.33,0,0,0,684675,684675,0,17,0,170,202275,155000,327400,0.445795,0.0902,0,0
44811,0.0,0.33,0,0,0,430200,430200,0,21,0,210,0,302800,127400,0.447395,0.0895,0,0
